,image,ruler,sticker,ink
2729,ISIC_0027035,0.0,0.0,0.0
2730,ISIC_0027036,1.0,0.0,0.0
2731,ISIC_0027037,1.0,0.0,0.0
2732,ISIC_0027038,0.0,0.0,0.0
2733,ISIC_0027039,0.0,0.0,0.0
2734,ISIC_0027040,0.0,0.0,0.0
2735,ISIC_0027041,0.0,0.0,0.0
2736,ISIC_0027042,0.0,0.0,0.0
2737,ISIC_0027043,0.0,0.0,0.0
2738,ISIC_0027044,0.0,0.0,0.0
2739,ISIC_0027045,0.0,0.0,0.0
2740,ISIC_0027046,0.0,0.0,0.0
2741,ISIC_0027047,0.0,0.0,0.0
2742,ISIC_0027048,0.0,0.0,0.0
2743,ISIC_0027049,0.0,0.0,0.0
2744,ISIC_0027050,0.0,0.0,0.0
2745,ISIC_0027051,1.0,0.0,0.0
2746,ISIC_0027052,0.0,0.0,0.0
2747,ISIC_0027053,0.0,0.0,0.0
2748,ISIC_0027054,0.0,0.0,0.0
2749,ISIC_0027055,0.0,0.0,0.0
2750,ISIC_0027056,0.0,0.0,0.0
2751,ISIC_0027057,0.0,0.0,0.0
2752,ISIC_0027058,0.0,0.0,0.0
2753,ISIC_0027059,0.0,0.0,0.0
2754,ISIC_0027060,0.0,0.0,0.0
2755,ISIC_0027061,0.0,0.0,0.0
2756,ISIC_0027062,1.0,0.0,0.0
2757,ISIC_0027063,1.0,0.0,0.0
2758,ISIC_0027064,1.0,0.0,0.0
2759,ISIC_0027065,1.0,0.0,0.0
2760,ISIC_0027066,0.0,0.0,0.0
2761,ISIC_0027067,1.0,0.0,0.0
2762,ISIC_0027068,0.0,0.0,0.0
2763,ISIC_0027069,0.0,0.0,0.0
2764,ISIC_0027070,0.0,0.0,0.0
2765,ISIC_0027071,0.0,0.0,0.0
2766,ISIC_0027072,0.0,0.0,0.0
2767,ISIC_0027073,1.0,0.0,0.0
2768,ISIC_0027074,0.0,0.0,0.0
2769,ISIC_0027075,0.0,0.0,0.0
2770,ISIC_0027076,1.0,0.0,0.0
2771,ISIC_0027077,0.0,0.0,0.0
2772,ISIC_0027078,0.0,0.0,0.0
2773,ISIC_0027079,0.0,0.0,0.0
2774,ISIC_0027080,0.0,0.0,0.0
2775,ISIC_0027081,0.0,0.0,0.0
2776,ISIC_0027082,0.0,0.0,0.0
2777,ISIC_0027083,1.0,0.0,0.0
2778,ISIC_0027084,1.0,0.0,0.0
2779,ISIC_0027085,0.0,0.0,0.0
2780,ISIC_0027086,1.0,0.0,0.0
2781,ISIC_0027087,0.0,0.0,0.0
2782,ISIC_0027088,0.0,0.0,0.0
2783,ISIC_0027089,1.0,0.0,0.0
2784,ISIC_0027090,0.0,0.0,0.0
2785,ISIC_0027091,1.0,0.0,0.0
2786,ISIC_0027092,0.0,0.0,0.0
2787,ISIC_0027093,0.0,0.0,0.0
2788,ISIC_0027094,1.0,0.0,0.0
2789,ISIC_0027095,0.0,0.0,0.0
2790,ISIC_0027096,0.0,0.0,0.0
2791,ISIC_0027097,0.0,0.0,0.0
2792,ISIC_0027098,1.0,0.0,0.0
2793,ISIC_0027099,0.0,0.0,0.0
2794,ISIC_0027100,1.0,0.0,0.0
2795,ISIC_0027101,1.0,0.0,0.0
2796,ISIC_0027102,1.0,0.0,0.0
2797,ISIC_0027103,0.0,0.0,0.0
2798,ISIC_0027104,0.0,0.0,0.0
2799,ISIC_0027105,0.0,0.0,0.0
2800,ISIC_0027106,0.0,0.0,0.0
2801,ISIC_0027107,1.0,0.0,0.0
2802,ISIC_0027108,0.0,0.0,0.0
2803,ISIC_0027109,0.0,0.0,0.0
2804,ISIC_0027110,0.0,0.0,0.0
2805,ISIC_0027111,0.0,0.0,0.0
2806,ISIC_0027112,1.0,0.0,0.0
2807,ISIC_0027113,1.0,0.0,0.0
2808,ISIC_0027114,1.0,0.0,0.0
2809,ISIC_0027115,0.0,0.0,0.0
2810,ISIC_0027116,0.0,0.0,0.0
2811,ISIC_0027117,0.0,0.0,0.0
2812,ISIC_0027118,1.0,0.0,0.0
2813,ISIC_0027119,0.0,0.0,0.0
2814,ISIC_0027120,1.0,0.0,0.0
2815,ISIC_0027121,0.0,0.0,0.0
2816,ISIC_0027122,0.0,0.0,0.0
2817,ISIC_0027123,0.0,0.0,0.0
2818,ISIC_0027124,0.0,0.0,0.0
2819,ISIC_0027125,1.0,0.0,0.0
2820,ISIC_0027126,0.0,0.0,0.0
2821,ISIC_0027127,1.0,0.0,0.0
2822,ISIC_0027128,0.0,0.0,0.0
2823,ISIC_0027129,0.0,0.0,0.0
2824,ISIC_0027130,1.0,0.0,0.0
2825,ISIC_0027131,0.0,0.0,0.0
2826,ISIC_0027132,0.0,0.0,0.0
2827,ISIC_0027133,1.0,0.0,0.0
2828,ISIC_0027134,0.0,0.0,0.0
2829,ISIC_0027135,0.0,0.0,0.0
2830,ISIC_0027136,0.0,0.0,0.0
2831,ISIC_0027137,1.0,0.0,0.0
2832,ISIC_0027138,1.0,0.0,0.0
2833,ISIC_0027139,0.0,0.0,0.0
2834,ISIC_0027140,0.0,0.0,0.0
2835,ISIC_0027141,0.0,0.0,0.0
2836,ISIC_0027142,0.0,0.0,0.0
2837,ISIC_0027143,1.0,0.0,0.0
2838,ISIC_0027144,0.0,0.0,0.0
2839,ISIC_0027145,0.0,0.0,0.0
2840,ISIC_0027146,1.0,0.0,0.0
2841,ISIC_0027147,0.0,0.0,0.0
2842,ISIC_0027148,0.0,0.0,0.0
2843,ISIC_0027149,1.0,0.0,0.0
2844,ISIC_0027150,0.0,0.0,0.0
2845,ISIC_0027151,1.0,0.0,0.0
2846,ISIC_0027152,1.0,0.0,0.0
2847,ISIC_0027153,0.0,0.0,0.0
2848,ISIC_0027154,1.0,0.0,0.0
2849,ISIC_0027155,0.0,0.0,0.0
2850,ISIC_0027156,0.0,0.0,0.0
2851,ISIC_0027157,0.0,0.0,0.0
2852,ISIC_0027158,0.0,0.0,0.0
2853,ISIC_0027159,0.0,0.0,0.0
2854,ISIC_0027160,0.0,0.0,0.0
2855,ISIC_0027161,0.0,0.0,0.0
2856,ISIC_0027162,1.0,0.0,0.0
2857,ISIC_0027163,0.0,0.0,0.0
2858,ISIC_0027164,0.0,0.0,0.0
2859,ISIC_0027165,0.0,0.0,0.0
2860,ISIC_0027166,0.0,0.0,0.0
2861,ISIC_0027167,0.0,0.0,0.0
2862,ISIC_0027168,0.0,0.0,0.0
2863,ISIC_0027169,0.0,0.0,0.0
2864,ISIC_0027170,0.0,0.0,0.0
2865,ISIC_0027171,0.0,0.0,0.0
2866,ISIC_0027172,0.0,0.0,0.0
2867,ISIC_0027173,0.0,0.0,0.0
2868,ISIC_0027174,1.0,0.0,0.0
2869,ISIC_0027175,0.0,0.0,0.0
2870,ISIC_0027176,0.0,0.0,0.0
2871,ISIC_0027177,0.0,0.0,0.0
2872,ISIC_0027178,0.0,0.0,0.0
2873,ISIC_0027179,1.0,0.0,0.0
2874,ISIC_0027180,0.0,0.0,0.0
2875,ISIC_0027181,0.0,0.0,0.0
2876,ISIC_0027182,0.0,0.0,0.0
2877,ISIC_0027183,1.0,0.0,0.0
2878,ISIC_0027184,0.0,0.0,0.0
2879,ISIC_0027185,0.0,0.0,0.0
2880,ISIC_0027186,0.0,0.0,0.0
2881,ISIC_0027187,1.0,0.0,0.0
2882,ISIC_0027188,1.0,0.0,0.0
2883,ISIC_0027189,1.0,0.0,0.0
2884,ISIC_0027190,1.0,0.0,0.0
2885,ISIC_0027191,0.0,0.0,0.0
2886,ISIC_0027192,0.0,0.0,0.0
2887,ISIC_0027193,0.0,0.0,0.0
2888,ISIC_0027194,0.0,0.0,0.0
2889,ISIC_0027195,0.0,0.0,0.0
2890,ISIC_0027196,0.0,0.0,0.0
2891,ISIC_0027197,0.0,0.0,0.0
2892,ISIC_0027198,1.0,0.0,0.0
2893,ISIC_0027199,0.0,0.0,0.0
2894,ISIC_0027200,0.0,0.0,0.0
2895,ISIC_0027201,1.0,0.0,0.0
2896,ISIC_0027202,0.0,0.0,0.0
2897,ISIC_0027203,1.0,0.0,0.0
2898,ISIC_0027204,1.0,0.0,0.0
2899,ISIC_0027205,0.0,0.0,0.0
2900,ISIC_0027206,0.0,0.0,0.0
2901,ISIC_0027207,0.0,0.0,0.0
2902,ISIC_0027208,0.0,0.0,0.0
2903,ISIC_0027209,0.0,0.0,0.0
2904,ISIC_0027210,0.0,0.0,0.0
2905,ISIC_0027211,1.0,0.0,0.0
2906,ISIC_0027212,0.0,0.0,0.0
2907,ISIC_0027213,0.0,0.0,0.0
2908,ISIC_0027214,0.0,0.0,0.0
2909,ISIC_0027215,0.0,0.0,0.0
2910,ISIC_0027216,0.0,0.0,0.0
2911,ISIC_0027217,0.0,0.0,0.0
2912,ISIC_0027218,0.0,0.0,0.0
2913,ISIC_0027219,0.0,0.0,0.0
2914,ISIC_0027220,0.0,0.0,0.0
2915,ISIC_0027221,0.0,0.0,0.0
2916,ISIC_0027222,0.0,0.0,0.0
2917,ISIC_0027223,0.0,0.0,0.0
2918,ISIC_0027224,0.0,0.0,0.0
2919,ISIC_0027225,0.0,0.0,0.0
2920,ISIC_0027226,0.0,0.0,0.0
2921,ISIC_0027227,0.0,0.0,0.0
2922,ISIC_0027228,0.0,0.0,0.0
2923,ISIC_0027229,0.0,0.0,0.0
2924,ISIC_0027230,0.0,0.0,0.0
2925,ISIC_0027231,0.0,0.0,0.0
2926,ISIC_0027232,0.0,0.0,0.0
2927,ISIC_0027233,0.0,0.0,0.0
2928,ISIC_0027234,1.0,0.0,0.0
2929,ISIC_0027235,1.0,0.0,0.0
2930,ISIC_0027236,0.0,0.0,0.0
2931,ISIC_0027237,1.0,0.0,0.0
2932,ISIC_0027238,0.0,0.0,0.0
2933,ISIC_0027239,1.0,0.0,0.0
2934,ISIC_0027240,1.0,0.0,0.0
2935,ISIC_0027241,0.0,0.0,0.0
2936,ISIC_0027242,0.0,0.0,0.0
2937,ISIC_0027243,0.0,0.0,0.0
2938,ISIC_0027244,1.0,0.0,0.0
2939,ISIC_0027245,0.0,0.0,0.0
2940,ISIC_0027246,0.0,0.0,0.0
2941,ISIC_0027247,0.0,0.0,0.0
2942,ISIC_0027248,0.0,0.0,0.0
2943,ISIC_0027249,1.0,0.0,0.0
2944,ISIC_0027250,1.0,0.0,0.0
2945,ISIC_0027251,0.0,0.0,0.0
2946,ISIC_0027252,0.0,0.0,0.0
2947,ISIC_0027253,0.0,0.0,0.0
2948,ISIC_0027254,0.0,0.0,0.0
2949,ISIC_0027255,1.0,0.0,0.0
2950,ISIC_0027256,0.0,0.0,0.0
2951,ISIC_0027257,0.0,0.0,0.0
2952,ISIC_0027258,0.0,0.0,0.0
2953,ISIC_0027259,0.0,0.0,0.0
2954,ISIC_0027260,1.0,0.0,0.0
2955,ISIC_0027261,1.0,0.0,0.0
2956,ISIC_0027262,1.0,0.0,0.0
2957,ISIC_0027263,1.0,0.0,0.0
2958,ISIC_0027264,0.0,0.0,0.0
2959,ISIC_0027265,1.0,0.0,0.0
2960,ISIC_0027266,0.0,0.0,0.0
2961,ISIC_0027267,0.0,0.0,0.0
2962,ISIC_0027268,0.0,0.0,0.0
2963,ISIC_0027269,0.0,0.0,0.0
2964,ISIC_0027270,0.0,0.0,0.0
2965,ISIC_0027271,0.0,0.0,0.0
2966,ISIC_0027272,0.0,0.0,0.0
2967,ISIC_0027273,0.0,0.0,0.0
2968,ISIC_0027274,0.0,0.0,0.0
2969,ISIC_0027275,0.0,0.0,0.0
2970,ISIC_0027276,0.0,0.0,0.0
2971,ISIC_0027277,1.0,0.0,0.0
2972,ISIC_0027278,0.0,0.0,0.0
2973,ISIC_0027279,0.0,0.0,0.0
2974,ISIC_0027280,0.0,0.0,0.0
2975,ISIC_0027281,0.0,0.0,0.0
2976,ISIC_0027282,0.0,0.0,0.0
2977,ISIC_0027283,0.0,0.0,0.0
2978,ISIC_0027284,1.0,0.0,0.0
2979,ISIC_0027285,0.0,0.0,0.0
2980,ISIC_0027286,0.0,0.0,0.0
2981,ISIC_0027287,0.0,0.0,0.0
2982,ISIC_0027288,0.0,0.0,0.0
2983,ISIC_0027289,0.0,0.0,0.0
2984,ISIC_0027290,0.0,0.0,0.0
2985,ISIC_0027291,0.0,0.0,0.0
2986,ISIC_0027292,0.0,0.0,0.0
2987,ISIC_0027293,0.0,0.0,0.0
2988,ISIC_0027294,0.0,0.0,1.0
2989,ISIC_0027295,0.0,0.0,0.0
2990,ISIC_0027296,0.0,0.0,0.0
2991,ISIC_0027297,0.0,0.0,0.0
2992,ISIC_0027298,0.0,0.0,0.0
2993,ISIC_0027299,0.0,0.0,0.0
2994,ISIC_0027300,0.0,0.0,0.0
2995,ISIC_0027301,0.0,0.0,0.0
2996,ISIC_0027302,1.0,0.0,0.0
2997,ISIC_0027303,0.0,0.0,0.0
2998,ISIC_0027304,0.0,0.0,0.0
2999,ISIC_0027305,0.0,0.0,0.0
3000,ISIC_0027306,1.0,0.0,0.0
3001,ISIC_0027307,0.0,0.0,0.0
3002,ISIC_0027308,0.0,0.0,0.0
3003,ISIC_0027309,0.0,0.0,0.0
3004,ISIC_0027310,0.0,0.0,0.0
3005,ISIC_0027311,0.0,0.0,0.0
3006,ISIC_0027312,0.0,0.0,0.0
3007,ISIC_0027313,0.0,0.0,0.0
3008,ISIC_0027314,0.0,0.0,0.0
3009,ISIC_0027315,0.0,0.0,0.0
3010,ISIC_0027316,0.0,0.0,0.0
3011,ISIC_0027317,0.0,0.0,0.0
3012,ISIC_0027318,0.0,0.0,0.0
3013,ISIC_0027319,0.0,0.0,0.0
3014,ISIC_0027320,0.0,0.0,0.0
3015,ISIC_0027321,0.0,0.0,0.0
3016,ISIC_0027322,0.0,0.0,0.0
3017,ISIC_0027323,1.0,0.0,0.0
3018,ISIC_0027324,0.0,0.0,0.0
3019,ISIC_0027325,0.0,0.0,0.0
3020,ISIC_0027326,0.0,0.0,0.0
3021,ISIC_0027327,0.0,0.0,0.0
3022,ISIC_0027328,0.0,0.0,0.0
3023,ISIC_0027329,0.0,0.0,0.0
3024,ISIC_0027330,0.0,0.0,0.0
3025,ISIC_0027331,0.0,0.0,0.0
3026,ISIC_0027332,0.0,0.0,0.0
3027,ISIC_0027333,0.0,0.0,0.0
3028,ISIC_0027334,0.0,0.0,0.0
3029,ISIC_0027335,1.0,0.0,0.0
3030,ISIC_0027336,0.0,0.0,0.0
3031,ISIC_0027337,0.0,0.0,0.0
3032,ISIC_0027338,0.0,0.0,0.0
3033,ISIC_0027339,0.0,0.0,0.0
3034,ISIC_0027340,0.0,0.0,0.0
3035,ISIC_0027341,0.0,0.0,0.0
3036,ISIC_0027342,0.0,0.0,0.0
3037,ISIC_0027343,0.0,0.0,0.0
3038,ISIC_0027344,1.0,0.0,0.0
3039,ISIC_0027345,1.0,0.0,0.0
3040,ISIC_0027346,1.0,0.0,0.0
3041,ISIC_0027347,0.0,0.0,0.0
3042,ISIC_0027348,0.0,0.0,0.0
3043,ISIC_0027349,0.0,0.0,0.0
3044,ISIC_0027350,0.0,0.0,0.0
3045,ISIC_0027351,0.0,0.0,0.0
3046,ISIC_0027352,1.0,0.0,0.0
3047,ISIC_0027353,0.0,0.0,0.0
3048,ISIC_0027354,1.0,0.0,0.0
3049,ISIC_0027355,0.0,0.0,0.0
3050,ISIC_0027356,0.0,0.0,0.0
3051,ISIC_0027357,0.0,0.0,0.0
3052,ISIC_0027358,1.0,0.0,0.0
3053,ISIC_0027359,0.0,0.0,0.0
3054,ISIC_0027360,1.0,0.0,0.0
3055,ISIC_0027361,1.0,0.0,0.0
3056,ISIC_0027362,0.0,0.0,0.0
3057,ISIC_0027363,0.0,0.0,0.0
3058,ISIC_0027364,0.0,0.0,0.0
3059,ISIC_0027365,0.0,0.0,0.0
3060,ISIC_0027366,0.0,0.0,0.0
3061,ISIC_0027367,1.0,0.0,0.0
3062,ISIC_0027368,0.0,0.0,0.0
3063,ISIC_0027369,0.0,0.0,0.0
3064,ISIC_0027370,0.0,0.0,0.0
3065,ISIC_0027371,0.0,0.0,0.0
3066,ISIC_0027372,0.0,0.0,0.0
3067,ISIC_0027373,0.0,0.0,0.0
3068,ISIC_0027374,0.0,0.0,0.0
3069,ISIC_0027375,0.0,0.0,0.0
3070,ISIC_0027376,0.0,0.0,0.0
3071,ISIC_0027377,0.0,0.0,0.0
3072,ISIC_0027378,0.0,0.0,0.0
3073,ISIC_0027379,0.0,0.0,0.0
3074,ISIC_0027380,0.0,0.0,0.0
3075,ISIC_0027381,0.0,0.0,0.0
3076,ISIC_0027382,1.0,0.0,0.0
3077,ISIC_0027383,0.0,0.0,0.0
3078,ISIC_0027384,0.0,0.0,0.0
3079,ISIC_0027385,1.0,0.0,0.0
3080,ISIC_0027386,0.0,0.0,0.0
3081,ISIC_0027387,0.0,0.0,0.0
3082,ISIC_0027388,1.0,0.0,0.0
3083,ISIC_0027389,0.0,0.0,0.0
3084,ISIC_0027390,0.0,0.0,0.0
3085,ISIC_0027391,0.0,0.0,0.0
3086,ISIC_0027392,1.0,0.0,0.0
3087,ISIC_0027393,0.0,0.0,0.0
3088,ISIC_0027394,0.0,0.0,0.0
3089,ISIC_0027395,0.0,0.0,0.0
3090,ISIC_0027396,0.0,0.0,0.0
3091,ISIC_0027397,0.0,0.0,0.0
3092,ISIC_0027398,0.0,0.0,0.0
3093,ISIC_0027399,0.0,0.0,0.0
3094,ISIC_0027400,0.0,0.0,0.0
3095,ISIC_0027401,0.0,0.0,0.0
3096,ISIC_0027402,0.0,0.0,0.0
3097,ISIC_0027403,0.0,0.0,0.0
3098,ISIC_0027404,0.0,0.0,0.0
3099,ISIC_0027405,0.0,0.0,0.0
3100,ISIC_0027406,1.0,0.0,0.0
3101,ISIC_0027407,1.0,0.0,0.0
3102,ISIC_0027408,1.0,0.0,0.0
3103,ISIC_0027409,0.0,0.0,0.0
3104,ISIC_0027410,1.0,0.0,0.0
3105,ISIC_0027411,0.0,0.0,0.0
3106,ISIC_0027412,0.0,0.0,0.0
3107,ISIC_0027413,0.0,0.0,0.0
3108,ISIC_0027414,0.0,0.0,0.0
3109,ISIC_0027415,0.0,0.0,0.0
3110,ISIC_0027416,0.0,0.0,0.0
3111,ISIC_0027417,0.0,0.0,0.0
3112,ISIC_0027418,0.0,0.0,0.0
3113,ISIC_0027419,1.0,0.0,0.0
3114,ISIC_0027420,1.0,0.0,0.0
3115,ISIC_0027421,0.0,0.0,0.0
3116,ISIC_0027422,0.0,0.0,0.0
3117,ISIC_0027423,0.0,0.0,0.0
3118,ISIC_0027424,0.0,0.0,0.0
3119,ISIC_0027425,0.0,0.0,0.0
3120,ISIC_0027426,0.0,0.0,0.0
3121,ISIC_0027427,0.0,0.0,0.0
3122,ISIC_0027428,0.0,0.0,0.0
3123,ISIC_0027429,0.0,0.0,0.0
3124,ISIC_0027430,0.0,0.0,0.0
3125,ISIC_0027431,0.0,0.0,0.0
3126,ISIC_0027432,1.0,0.0,0.0
3127,ISIC_0027433,0.0,0.0,0.0
3128,ISIC_0027434,0.0,0.0,0.0
3129,ISIC_0027435,0.0,0.0,0.0
3130,ISIC_0027436,0.0,0.0,0.0
3131,ISIC_0027437,0.0,0.0,0.0
3132,ISIC_0027438,0.0,0.0,0.0
3133,ISIC_0027439,0.0,0.0,0.0
3134,ISIC_0027440,0.0,0.0,0.0
3135,ISIC_0027441,0.0,0.0,0.0
3136,ISIC_0027442,0.0,0.0,0.0
3137,ISIC_0027443,0.0,0.0,0.0
3138,ISIC_0027444,0.0,0.0,0.0
3139,ISIC_0027445,0.0,0.0,0.0
3140,ISIC_0027446,0.0,0.0,0.0
3141,ISIC_0027447,0.0,0.0,0.0
3142,ISIC_0027448,0.0,0.0,0.0
3143,ISIC_0027449,0.0,0.0,0.0
3144,ISIC_0027450,0.0,0.0,0.0
3145,ISIC_0027451,1.0,0.0,0.0
3146,ISIC_0027452,0.0,0.0,0.0
3147,ISIC_0027453,0.0,0.0,0.0
3148,ISIC_0027454,1.0,0.0,0.0
3149,ISIC_0027455,1.0,0.0,0.0
3150,ISIC_0027456,0.0,0.0,0.0
3151,ISIC_0027457,0.0,0.0,0.0
3152,ISIC_0027458,1.0,0.0,0.0
3153,ISIC_0027459,0.0,0.0,0.0
3154,ISIC_0027460,0.0,0.0,0.0
3155,ISIC_0027461,0.0,0.0,0.0
3156,ISIC_0027462,1.0,0.0,0.0
3157,ISIC_0027463,1.0,0.0,0.0
3158,ISIC_0027464,0.0,0.0,0.0
3159,ISIC_0027465,0.0,0.0,0.0
3160,ISIC_0027466,0.0,0.0,0.0
3161,ISIC_0027467,0.0,0.0,0.0
3162,ISIC_0027468,0.0,0.0,0.0
3163,ISIC_0027469,1.0,0.0,0.0
3164,ISIC_0027470,0.0,0.0,0.0
3165,ISIC_0027471,0.0,0.0,0.0
3166,ISIC_0027472,0.0,0.0,0.0
3167,ISIC_0027473,0.0,0.0,0.0
3168,ISIC_0027474,0.0,0.0,0.0
3169,ISIC_0027475,1.0,0.0,0.0
3170,ISIC_0027476,0.0,0.0,0.0
3171,ISIC_0027477,0.0,0.0,0.0
3172,ISIC_0027478,1.0,0.0,0.0
3173,ISIC_0027479,0.0,0.0,0.0
3174,ISIC_0027480,0.0,0.0,0.0
3175,ISIC_0027481,0.0,0.0,0.0
3176,ISIC_0027482,0.0,0.0,0.0
3177,ISIC_0027483,0.0,0.0,0.0
3178,ISIC_0027484,0.0,0.0,0.0
3179,ISIC_0027485,0.0,0.0,0.0
3180,ISIC_0027486,1.0,0.0,0.0
3181,ISIC_0027487,0.0,0.0,0.0
3182,ISIC_0027488,0.0,0.0,0.0
3183,ISIC_0027489,0.0,0.0,0.0
3184,ISIC_0027490,1.0,0.0,0.0
3185,ISIC_0027491,0.0,0.0,0.0
3186,ISIC_0027492,1.0,0.0,0.0
3187,ISIC_0027493,0.0,0.0,0.0
3188,ISIC_0027494,0.0,0.0,0.0
3189,ISIC_0027495,1.0,0.0,0.0
3190,ISIC_0027496,0.0,0.0,0.0
3191,ISIC_0027497,1.0,0.0,0.0
3192,ISIC_0027498,0.0,0.0,0.0
3193,ISIC_0027499,0.0,0.0,0.0
3194,ISIC_0027500,0.0,0.0,0.0
3195,ISIC_0027501,0.0,0.0,0.0
3196,ISIC_0027502,1.0,0.0,0.0
3197,ISIC_0027503,0.0,0.0,0.0
3198,ISIC_0027504,1.0,0.0,0.0
3199,ISIC_0027505,0.0,0.0,0.0
3200,ISIC_0027506,0.0,0.0,0.0
3201,ISIC_0027507,1.0,0.0,0.0
3202,ISIC_0027508,0.0,0.0,0.0
3203,ISIC_0027509,1.0,0.0,0.0
3204,ISIC_0027510,0.0,0.0,0.0
3205,ISIC_0027511,0.0,0.0,0.0
3206,ISIC_0027512,1.0,0.0,0.0
3207,ISIC_0027513,1.0,0.0,0.0
3208,ISIC_0027514,0.0,1.0,0.0
3209,ISIC_0027515,0.0,0.0,0.0
3210,ISIC_0027516,0.0,0.0,0.0
3211,ISIC_0027517,1.0,0.0,0.0
3212,ISIC_0027518,0.0,0.0,0.0
3213,ISIC_0027519,0.0,0.0,0.0
3214,ISIC_0027520,0.0,0.0,0.0
3215,ISIC_0027521,0.0,0.0,0.0
3216,ISIC_0027522,0.0,0.0,0.0
3217,ISIC_0027523,0.0,0.0,0.0
3218,ISIC_0027524,0.0,0.0,0.0
3219,ISIC_0027525,1.0,0.0,0.0
3220,ISIC_0027526,1.0,0.0,0.0
3221,ISIC_0027527,0.0,0.0,0.0
3222,ISIC_0027528,0.0,0.0,0.0
3223,ISIC_0027529,1.0,0.0,0.0
3224,ISIC_0027530,1.0,0.0,0.0
3225,ISIC_0027531,0.0,0.0,0.0
3226,ISIC_0027532,0.0,0.0,0.0
3227,ISIC_0027533,0.0,0.0,0.0
3228,ISIC_0027534,0.0,0.0,0.0
3229,ISIC_0027535,0.0,0.0,0.0
3230,ISIC_0027536,0.0,0.0,0.0
3231,ISIC_0027537,0.0,0.0,0.0
3232,ISIC_0027538,1.0,0.0,0.0
3233,ISIC_0027539,0.0,0.0,0.0
3234,ISIC_0027540,0.0,0.0,0.0
3235,ISIC_0027541,0.0,0.0,0.0
3236,ISIC_0027542,0.0,0.0,0.0
3237,ISIC_0027543,0.0,0.0,0.0
3238,ISIC_0027544,0.0,0.0,0.0
3239,ISIC_0027545,1.0,0.0,0.0
3240,ISIC_0027546,0.0,0.0,0.0
3241,ISIC_0027547,0.0,0.0,0.0
3242,ISIC_0027548,0.0,0.0,0.0
3243,ISIC_0027549,1.0,0.0,0.0
3244,ISIC_0027550,1.0,0.0,0.0
3245,ISIC_0027551,0.0,0.0,0.0
3246,ISIC_0027552,0.0,0.0,0.0
3247,ISIC_0027553,0.0,0.0,0.0
3248,ISIC_0027554,0.0,0.0,0.0
3249,ISIC_0027555,0.0,0.0,0.0
3250,ISIC_0027556,0.0,0.0,0.0
3251,ISIC_0027557,0.0,0.0,0.0
3252,ISIC_0027558,1.0,0.0,0.0
3253,ISIC_0027559,0.0,0.0,0.0
3254,ISIC_0027560,0.0,0.0,0.0
3255,ISIC_0027561,1.0,0.0,0.0
3256,ISIC_0027562,1.0,0.0,0.0
3257,ISIC_0027563,0.0,0.0,0.0
3258,ISIC_0027564,0.0,0.0,0.0
3259,ISIC_0027565,0.0,0.0,0.0
3260,ISIC_0027566,0.0,0.0,0.0
3261,ISIC_0027567,0.0,0.0,0.0
3262,ISIC_0027568,0.0,0.0,0.0
3263,ISIC_0027569,0.0,0.0,0.0
3264,ISIC_0027570,0.0,0.0,0.0
3265,ISIC_0027571,0.0,0.0,0.0
3266,ISIC_0027572,0.0,0.0,0.0
3267,ISIC_0027573,0.0,0.0,0.0
3268,ISIC_0027574,0.0,0.0,0.0
3269,ISIC_0027575,0.0,0.0,0.0
3270,ISIC_0027576,0.0,0.0,0.0
3271,ISIC_0027577,1.0,0.0,0.0
3272,ISIC_0027578,1.0,0.0,0.0
3273,ISIC_0027579,0.0,0.0,0.0
3274,ISIC_0027580,0.0,0.0,0.0
3275,ISIC_0027581,0.0,0.0,0.0
3276,ISIC_0027582,0.0,0.0,0.0
3277,ISIC_0027583,0.0,0.0,0.0
3278,ISIC_0027584,1.0,0.0,0.0
3279,ISIC_0027585,0.0,0.0,0.0
3280,ISIC_0027586,0.0,0.0,0.0
3281,ISIC_0027587,0.0,0.0,0.0
3282,ISIC_0027588,0.0,0.0,0.0
3283,ISIC_0027589,0.0,0.0,0.0
3284,ISIC_0027590,1.0,0.0,0.0
3285,ISIC_0027591,0.0,0.0,0.0
3286,ISIC_0027592,0.0,0.0,0.0
3287,ISIC_0027593,0.0,0.0,0.0
3288,ISIC_0027594,0.0,0.0,0.0
3289,ISIC_0027595,0.0,0.0,0.0
3290,ISIC_0027596,0.0,0.0,0.0
3291,ISIC_0027597,0.0,0.0,0.0
3292,ISIC_0027598,0.0,0.0,0.0
3293,ISIC_0027599,0.0,0.0,0.0
3294,ISIC_0027600,0.0,0.0,0.0
3295,ISIC_0027601,0.0,0.0,0.0
3296,ISIC_0027602,0.0,0.0,0.0
3297,ISIC_0027603,0.0,0.0,0.0
3298,ISIC_0027604,0.0,0.0,0.0
3299,ISIC_0027605,0.0,0.0,0.0
3300,ISIC_0027606,1.0,0.0,0.0
3301,ISIC_0027607,1.0,0.0,0.0
3302,ISIC_0027608,0.0,0.0,0.0
3303,ISIC_0027609,0.0,0.0,0.0
3304,ISIC_0027610,0.0,0.0,0.0
3305,ISIC_0027611,0.0,0.0,0.0
3306,ISIC_0027612,0.0,0.0,0.0
3307,ISIC_0027613,1.0,0.0,0.0
3308,ISIC_0027614,1.0,0.0,0.0
3309,ISIC_0027615,1.0,0.0,0.0
3310,ISIC_0027616,0.0,0.0,0.0
